word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
blossom,blossom,'blɒsәm,v. develop or come to a promising stage,"n. 花, 花开的状态, 兴旺期
vi. 开花, 兴旺, 发展",v:27/n:73,2,0,cet4 cet6 ky toefl ielts gre,10180,6437,blossom
board,board,bɒ:d,"n. a committee having supervisory powers
n. a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
n. a flat piece of material designed for a special purpose
n. food or meals in general","n. 木板, 甲板, 膳食, 会议桌
vt. 乘船, 供膳食, 用板覆盖
vi. 搭伙
[计] 板",v:8/n:92,4,1,zk gk cet4 cet6 ky toefl ielts,611,667,board
boast,boast,bәust,"n. speaking of yourself in superlatives
v. show off","n. 吹牛
vi. 吹牛, 自夸
vt. 夸口说, 自恃有",n:10/v:90,2,0,cet4 cet6 ky toefl ielts gre,4996,4534,boast
boil,boil,bɒil,"n. a painful sore with a hard core filled with pus
v. come to the boiling point and change from a liquid to vapor
v. immerse or be immersed in a boiling liquid, often for cooking purposes
v. bring to, or maintain at, the boiling point","n. 煮沸, 沸腾, 疖
v. 煮沸, 激动",n:36/v:64,3,1,gk cet4 ky toefl ielts,4944,4258,boil
bold,bold,bәuld,"a. fearless and daring
s. clear and distinct","a. 大胆的
n. 粗体
[计] 粗体",j:100,2,0,cet4 cet6 ky toefl ielts,4474,3897,bold
bolt,bolt,bәult,"n. a sliding bar in a breech-loading firearm that ejects an empty cartridge and replaces it and closes the breech
n. the part of a lock that is engaged or withdrawn with a key
n. a roll of cloth or wallpaper of a definite length
n. a screw that screws into a nut to form a fastener","n. 门闩, 螺钉, 筛子, 闪电, 意外事件
vt. 闩住, 发射, 脱口而出, 筛, 囫囵吞下
vi. 囫囵吞枣, 射箭, 脱缰, 退出党派
adv. 突然",v:30/n:70,2,0,cet4 cet6 ky ielts gre,5051,4899,bolt
bomb,bomb,bɒm,n. an explosive device fused to explode under specific conditions,"n. 炸弹
vt. 轰炸, 投弹于
vi. 失败",v:23/n:77,4,1,gk cet4 cet6 ky,2266,1992,bomb
bond,bond,bɒnd,"n. a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal
n. a superior quality of strong durable white writing paper; originally made for printing documents
n. United States civil rights leader who was elected to the legislature in Georgia but was barred from taking his seat because he opposed the Vietnam War (born 1940)
n. British secret operative 007 in novels by Ian Fleming","n. 捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留
vt. 存入关栈, 使黏合
vi. 结合",v:14/n:86,4,0,gk cet4 cet6 ky toefl ielts,2385,1880,bond
bone,bone,bәun,"n. rigid connective tissue that makes up the skeleton of vertebrates
n. the porous calcified substance from which bones are made
n. a shade of white the color of bleached bones
v. remove the bones from","n. 骨头, 骨, 骨制品
vt. 剔骨
vi. 专心致志",v:1/n:99,3,1,gk cet4 ky,1934,1443,bone
boost,boost,bu:st,"n. the act of giving hope or support to someone
n. the act of giving a push
v. give a boost to; be beneficial to
v. increase or raise","n. 推进, 吹捧
vt. 推进, 提高, 宣扬, 促进",n:30/v:70,3,0,cet4 cet6 ky toefl ielts gre,4022,3691,boost
boot,boot,bu:t,"n. footwear that covers the whole foot and lower leg
n. British term for the luggage compartment in a car
n. protective casing for something that resembles a leg
n. an instrument of torture that is used to heat or crush the foot and leg","n. 长靴, 踢, 解雇, 效用
vt. 使穿靴, 踢, 解雇, 有用
[计] 引导, 自举",v:11/n:89,3,1,gk cet4 ky ielts,2176,2347,boot
booth,booth,bu:θ,"n. a table (in a restaurant or bar) surrounded by two high-backed benches
n. small area set off by walls for special use
n. United States actor and assassin of President Lincoln (1838-1865)
n. a small shop at a fair; for selling goods or entertainment","n. 亭, 摊棚
[经] 货摊, 电话间",n:100,1,0,gk cet4 cet6 ky ielts,9834,4300,booth
border,border,'bɒ:dә,"n. a strip forming the outer edge of something
v. provide with a border or edge
v. lie adjacent to another or share a boundary","n. 边缘, 边境, 边界, 花坛
vt. 在...上镶边, 接近
vi. 接界, 近似
[计] 边框",v:8/n:92,4,1,gk cet4 ky toefl ielts,1789,1344,border
bore,bore,bɒ:,"n. a person who evokes boredom
n. diameter of a tube or gun barrel
n. a hole or passage made by a drill; usually made for exploratory purposes
v. cause to be bored","n. 令人讨厌的人, 激浪, 枪膛, 孔
vt. 使烦扰, 钻孔
vi. 钻孔
bear的过去式
[计] 内径; 孔径",n:16/v:84,3,1,cet4 cet6 ky toefl ielts gre,5929,4946,bore
born,born,bɒ:n,"n. British nuclear physicist (born in Germany) honored for his contributions to quantum mechanics (1882-1970)
a. brought into existence","a. 天生的
bear的过去分词",j:4/v:96,4,0,zk gk cet4 ky,1206,1088,born
bosom,bosom,'buzәm,"n. the chest considered as the place where secret thoughts are kept
n. a person's breast or chest
n. cloth that covers the chest or breasts
v. hide in one's bosom","n. 胸部, 胸, 胸怀, 内部, 中间
vt. 怀抱",n:100,1,0,cet4 cet6 ky,12605,12630,bosom
boss,boss,bɒs,"n. a person responsible for hiring workers
n. a person who exercises control and makes decisions
s. exceptionally good","n. 老板, 上司, 岩瘤, 浮雕, 母牛
vt. 指挥, 控制, 浮雕",v:3/n:97,4,1,zk gk cet4 ky,2227,2324,boss
bottom,bottom,'bɒtәm,"n. the lower side of anything
n. the lowest part of anything
n. the second half of an inning; while the home team is at bat
n. a cargo ship","n. 底部
a. 底部的
vt. 给...装底, 查明真相
vi. 到达底部, 建立基础",j:32/v:3/n:65,4,1,zk gk cet4 ky,1555,1511,bottom
bough,bough,bau,n. any of the larger branches of a tree,n. 大树枝,n:100,0,0,cet4 cet6 gre,14793,15790,bough
bounce,bounce,bauns,"n. the quality of a substance that is able to rebound
n. rebounding from an impact (or series of impacts)
v. spring back; spring away from an impact
v. hit something so that it bounces","n. 跳, 跳跃, 弹力, 撞击
vi. 反跳, 弹跳
vt. 使跳回, 撞击
[计] 打回",n:14/v:86,2,0,gk cet4 cet6 ky toefl ielts,4778,3792,bounce
bound,bound,baund,"v. form the boundary of; be contiguous to
a. confined by bonds
a. held with another element, substance or material in chemical or physical union
a. secured with a cover or binding; often used as a combining form","n. 跃, 回跳, 范围, 边界
a. 受约束的, 装有封面的, 有义务的, 关联的, 被束缚的, 准备去...的, 便秘的
vi. 跳跃, 弹起
vt. 使跳, 限制, 形成...的疆界
bind过去式和过去分词
[计] 装订的",v:42/j:11/n:47,3,1,gk cet4 cet6 ky toefl ielts,3174,8004,bound
boundary,boundary,'baundri,"n. the line or plane indicating the limit or extent of something
n. a line determining the limits of an area","n. 边界, 分界线
[计] 边界",n:100,2,0,gk cet4 cet6 ky toefl ielts,2050,2776,boundary
bow,bow,bәu.bau,"n. a knot with two loops and loose ends; used to tie shoelaces
n. a slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments
n. front part of a vessel or aircraft
n. a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow","n. 弓, 眼睛框
v. 用弓拉琴, 弯成弓形
n. 鞠躬, 屈服",v:44/n:56,1,0,gk cet4 cet6 ky toefl,4473,4098,bow
bowl,bowl,bәul,"n. a round vessel that is open at the top; used chiefly for holding food or liquids; 
n. a concave shape with an open top
n. a dish that is round and open at the top for serving foods
n. the quantity contained in a bowl","n. 碗, 木球, 大酒杯
v. 滚木球, 快而稳地行驶",v:5/n:95,3,1,zk gk cet4 ky toefl,2707,1829,bowl
brain,brain,brein,"n. that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord
n. mental ability
n. the brain of certain animals used as meat
v. hit on the head","n. 脑
vt. 打碎脑部",v:1/n:99,4,1,zk gk cet4 ky toefl,1643,1189,brain
brake,brake,breik,"n. a restraint used to slow or stop a vehicle
n. any of various ferns of the genus Pteris having pinnately compound leaves and including several popular houseplants
n. an area thickly overgrown usually with one kind of plant
n. anything that slows or hinders a process","n. 刹车, 阻碍, 丛林
v. 刹车",v:20/n:80,2,0,gk cet4 ky ielts gre,5290,4693,brake
branch,branch,bræntʃ,"n. a division of some larger or more complex organization
n. a division of a stem, or secondary stem arising from the main stem of a plant
n. a part of a forked or branching shape
n. a stream or river connected to a larger one","n. 树枝, 支店, 支流, 分部
vi. 分支, 出枝
vt. 分割, 用枝状叶脉刺绣花纹装饰
[计] 分支, 目录分支",v:6/n:94,3,1,gk cet4 ky ielts,1178,1807,branch
brand,brand,brænd,"n. a recognizable kind
n. identification mark on skin, made by burning
n. a piece of wood that has been burned or is burning
v. burn with a branding iron to indicate ownership; of animals","n. 商标, 牌子, 烙印
vt. 打烙印于",v:12/n:88,3,1,gk cet4 cet6 ky ielts gre,3387,2570,brand
brandy,brandy,'brændi,n. distilled from wine or fermented fruit juice,"n. 白兰地酒
[化] 白兰地",n:100,1,0,cet4 cet6 ky,5799,10392,brandy
brass,brass,bræs.brɑ:s,"n. an alloy of copper and zinc
n. a wind instrument that consists of a brass tube (usually of variable length) that is blown by means of a cup-shaped or funnel-shaped mouthpiece
n. an ornament or utensil made of brass
n. a memorial made of brass","n. 黄铜, 黄铜制品
a. 黄铜的, 铜管乐器的
v. 镀以黄铜, 支付",n:100,2,0,cet4 ky toefl,4119,4968,brass
brave,brave,breiv,"n. a North American Indian warrior
n. people who are brave
a. possessing or displaying courage; able to face and deal with danger or fear without flinching
s. brightly colored and showy","a. 勇敢的, 美好的, 华丽的
n. 勇敢者
vt. 勇敢地面对",n:4/j:83/v:13,3,1,zk gk cet4 ky,3800,4854,brave
breadth,breadth,bredθ,n. the capacity to understand a broad range of topics,"n. 宽度
[法] 违背, 违犯, 未遵守",n:100,1,0,cet4 cet6 ky gre,7583,9348,breadth
breast,breast,brest,"n. the front of the trunk from the neck to the abdomen
n. either of two soft fleshy milk-secreting glandular organs on the chest of a woman
n. meat carved from the breast of a fowl
n. the part of an animal's body that corresponds to a person's chest","n. 胸部, 乳房, 胸怀
vt. 以胸对着, 面对",v:1/n:99,3,1,gk cet4 cet6 ky,2793,1652,breast
breath,breath,breθ,"n. the process of taking in and expelling air during breathing
n. the air that is inhaled and exhaled in respiration
n. a short respite
n. a slight movement of the air","n. 呼吸, 气息, 瞬间
[医] 呼气, 呵气, 口气, 呼吸",v:2/n:98,3,1,zk gk cet4 ky toefl,1768,1628,breath
breathe,breathe,bri:ð,"v. draw air into, and expel out of, the lungs
v. be alive
v. impart as if by breathing
v. allow the passage of air through","vi. 呼吸, 生存, 低语
vt. 呼吸, 使喘息, 发散, 低声说",v:100,3,1,zk gk cet4 ky toefl,2434,2264,breathe
breed,breed,bri:d,"n. a special variety of domesticated animals within a species
n. a special type
v. copulate with a female, used especially of horses
v. cause to procreate (animals)","n. 种类, 品种
v. 养育, 引起, 饲养, 繁殖",n:46/v:54,3,1,cet4 cet6 ky toefl ielts gre,3721,5698,breed
breeze,breeze,bri:z,"n. a slight wind (usually refreshing)
v. blow gently and lightly
v. to proceed quickly and easily","n. 微风, 煤屑, 轻而易举的事
vi. 吹微风, 逃走",v:4/n:96,2,0,cet4 cet6 ky toefl ielts,4405,4284,breeze
brick,brick,brik,"n. rectangular block of clay baked by the sun or in a kiln; used as a building or paving material
n. a good fellow; helpful and trustworthy","n. 砖块, 积木
a. 用砖做的
vt. 用砖造, 用砖砌",n:100,2,1,gk cet4 ky toefl,2814,3315,brick
brief,brief,bri:f,"n. a document stating the facts and points of law of a client's case
n. a condensed written summary or abstract
v. give essential information to someone
s. of short duration or distance","n. 摘要, 简报
a. 简短的, 短暂的
vt. 对...作简报, 摘要, 节录",n:8/r:3/j:77/v:12,4,1,gk cet4 ky toefl,1863,2146,brief
brighten,brighten,'braitn,v. make lighter or brighter,"vi. 变亮, 活跃
vt. 使生辉, 使快活",v:100,1,0,cet4 toefl,9833,7814,brighten
brilliant,brilliant,'briljәnt,"s. of surpassing excellence
s. characterized by grandeur
s. full of light; shining intensely","a. 光辉的, 灿烂的, 有才气的
[机] 亮的",j:100,3,1,gk cet4 ky ielts,2429,3159,brilliant
brim,brim,brim,"n. the top edge of a vessel or other container
n. a circular projection that sticks outward from the crown of a hat
v. be completely full
v. fill as much as possible","n. 边, 边缘, (河)边
vt. 注满, 使满溢
vi. 满溢",n:50/v:50,1,0,cet4 cet6 ky toefl gre,15159,12307,brim
brisk,brisk,brisk,"v. become brisk
s. very active","a. 强烈的, 寒冷而干燥的, 活泼的
vt. 使活泼
vi. 活跃起来",j:100,2,0,cet4 cet6 ky toefl ielts gre,8623,9149,brisk
bristle,bristle,'brisl,"n. a stiff fiber (coarse hair or filament); natural or synthetic
n. a stiff hair
v. rise up as in fear
v. have or be thickly covered with or as if with bristles","n. 刚毛, 猪鬃
vi. 直立, 发怒, 充满
vt. 使直立",n:38/v:62,1,0,cet4 cet6 gre,14172,11066,bristle
brittle,brittle,'britl,"n. caramelized sugar cooled in thin sheets
s. having little elasticity; hence easily cracked or fractured or snapped
s. lacking warmth and generosity of spirit
s. (of metal or glass) not annealed and consequently easily cracked or fractured","a. 易碎的, 脆弱的, 易坏的
[机] 脆的, 脆性的, 易碎的",j:100,1,0,cet4 cet6 ky toefl ielts gre,8736,10220,brittle
broad,broad,brɒ:d,"n. slang term for a woman
s. not detailed or specific
s. lacking subtlety; obvious
s. being at a peak or culminating point","a. 宽广的, 辽阔的, 广大的, 显著的
adv. 宽阔地
n. 宽阔部分",j:99/n:1,4,1,gk cet4 ky,1462,1404,broad
broadcast,broadcast,'brɒ:dkæst,"n. message that is transmitted by radio or television
n. a radio or television show
v. sow over a wide area, especially by hand","n. 广播, 传播
a. 广播的
v. 广播
adv. 经广播, 四散地
[计] 广播命令, 广播",v:38/j:2/n:60,3,1,gk cet4 ky toefl,5111,3617,broadcast
broken,broken,'brәukәn,"a. physically and forcibly separated into pieces or cracked or split
a. not continuous in space, time, or sequence or varying abruptly
s. subdued or brought low in condition or status
a. (especially of promises or contracts) having been violated or disregarded","a. 坏掉的, 打破的, 断掉的
break的过去分词",j:100,1,1,gk cet4,2747,2694,broken
bronze,bronze,brɒnz,"n. an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin
n. a sculpture made of bronze
v. give the color and appearance of bronze to something
s. of the color of bronze","n. 青铜, 铜像
a. 青铜色的",n:100,2,0,cet4 cet6 ky toefl ielts,4024,4926,bronze
brood,brood,bru:d,"n. the young of an animal cared for at one time
v. think moodily or anxiously about something
v. hang over, as of something threatening, dark, or menacing
v. sit on (eggs)","n. 一窝, 一伙
vt. 孵, 沉思",v:46/n:54,1,0,cet4 cet6 ielts gre,15462,14517,brood
brook,brook,bruk,n. a natural stream of water smaller than a river (and often a tributary of a river),"n. 小溪
vt. 容忍",v:32/n:68,1,0,cet4 cet6 ky toefl gre,10248,22189,brook
broom,broom,bru:m,"n. a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle
n. any of various shrubs of the genera Cytisus or Genista or Spartium having long slender branches and racemes of yellow flowers
v. finish with a broom","n. 扫帚, 金雀花
vt. 扫除",n:100,1,0,gk cet4 cet6 ky,9809,9418,broom
brow,brow,brau,n. the part of the face above the eyes,"n. 眉毛, 额
[医] 额, 眉, 睫毛",n:100,1,0,cet4 ky,5176,5800,brow
bruise,bruise,bru:z,"n. an injury that doesn't break the skin but results in some discoloration
v. injure the underlying soft tissue or bone of
v. break up into small pieces for food preparation
v. damage (plant tissue) by abrasion or pressure","n. 青肿, 挫伤, 擦伤
vi. 受伤, 擦伤
vt. 使受伤, 研碎",v:32/n:68,2,0,cet4 cet6 ky toefl ielts gre,8010,7621,bruise
brute,brute,bru:t,"n a cruelly rapacious person
n a living organism characterized by voluntary movement
s resembling a beast; showing lack of human sensibility","n. 畜生, 残忍或好色之人
a. 残忍的, 无理性的, 畜生的",n:100,1,0,cet4 cet6 gre,11576,11905,brute
bubble,bubble,'bʌbl,"n. a hollow globule of gas (e.g., air or carbon dioxide)
n. an impracticable and illusory idea
n. a dome-shaped covering made of transparent glass or plastic
v. form, produce, or emit bubbles","n. 泡沫
vi. 冒泡, 沸腾
vt. 使冒泡, 滔滔不绝地说",v:19/n:81,2,1,cet4 ky toefl ielts gre,5570,4104,bubble
bucket,bucket,'bʌkit,"n. a roughly cylindrical vessel that is open at the top
n. the quantity contained in a bucket
v. put into a bucket
v. carry in a bucket","n. 桶
[计] 存储桶; 桶",n:100,2,0,gk cet4 cet6 ky ielts gre,4494,4812,bucket
bud,bud,bʌd,"n. a partially opened flower
n. a swelling on a plant stem consisting of overlapping immature leaves or petals
v. develop buds
v. start to grow or develop","n. 芽, 花蕾
vi. 发芽, 萌芽
vt. 使发芽",v:5/n:95,2,0,cet4 cet6 ky toefl ielts gre,6466,6961,bud
budget,budget,'bʌdʒit,"n. a sum of money allocated for a particular purpose
n. a summary of intended expenditures along with proposals for how to meet them
v. make a budget","n. 预算
vi. 编预算
vt. 编入预算, 安排
a. 廉价的",v:3/n:97,4,1,gk cet4 cet6 ky toefl ielts gre,1062,1054,budget
bulb,bulb,bʌlb,"n. a modified bud consisting of a thickened globular underground stem serving as a reproductive structure
n. a rounded part of a cylindrical instrument (usually at one end)
n. anything with a round shape resembling a teardrop
n. a rounded dilation or expansion in a canal or vessel or organ","n. 球茎, 电灯泡
[医] 球, 鳞茎, 球茎",n:100,2,0,cet4 cet6 ky toefl ielts gre,5690,4901,bulb
bulk,bulk,bʌlk,"n. the property of something that is great in magnitude
n. the property possessed by a large mass
v. stick out or up","n. 大小, 体积, 大块, 大多数
vt. 显得大, 显得重要",v:12/n:88,2,0,cet4 cet6 ky toefl ielts gre,3369,4660,bulk
bull,bull,bul,"n. uncastrated adult male of domestic cattle
n. a large and strong and heavyset man
n. a serious and ludicrous blunder
n. uncomplimentary terms for a policeman","n. 公牛
[法] 买方, 买空者",v:1/n:99,2,0,cet4 cet6 ky ielts,5006,4207,bull
bullet,bullet,'bulit,n. a projectile that is fired from a gun,"n. 子弹
[医] 弹, 子弹, 距节(马)",n:100,2,1,cet4 ky,4735,2739,bullet
bunch,bunch,bʌntʃ,"n. a grouping of a number of similar things
n. any collection in its entirety
v. gather or cause to gather into a cluster","n. 串, 束
[医] 骨肿块(马)",v:7/n:93,3,1,gk cet4 cet6 ky toefl ielts,4503,2658,bunch
bundle,bundle,'bʌndl,"n. a package of several things tied together for carrying or storing
v. make into a bundle
v. sleep fully clothed in the same bed with one's betrothed","n. 捆, 束
vt. 包扎, 胡乱塞进
vi. 匆忙离开",v:27/n:73,2,0,cet4 cet6 ky toefl ielts,5598,6005,bundle
burden,burden,'bә:dn,"n. an onerous or difficult concern
n. the central idea that is expanded in a document or discourse
v. weight down with a load","n. 负担, 重载, 担子, 责任
vt. 装货于, 烦扰, 使负担",v:12/n:88,3,0,gk cet4 cet6 ky toefl,2696,2665,burden
bureau,bureau,'bjuәrәu,"n an administrative unit of government
n furniture with drawers for keeping clothes","n. 局, 办公处
[经] 局, 司, 处",n:100,2,0,cet4 cet6 ky,3664,3753,bureau
burn,burn,bә:n,"n. pain that feels hot as if it were on fire
n. an injury caused by exposure to heat or chemicals or radiation
n. a place or area that has been burned (especially on a person's body)
n. damage inflicted by fire","vt. 烧, 烧毁, 烧伤
vi. 燃烧, 发热, 烧毁
n. 烧伤, 烙印",n:13/v:87,4,1,zk gk cet4 cet6 ky,1754,1422,burn
burst,burst,bә:st,"n. a sudden flurry of activity (often for no obvious reason)
v. come open suddenly and violently, as if from internal pressure
v. move suddenly, energetically, or violently
v. emerge suddenly","n. 破裂, 突发, 爆发
v. 爆裂, 突发, 充满
[计] 二进制位组; 字符组; 脉冲串",n:33/j:4/v:63,3,1,gk cet4 cet6 ky toefl,3011,3560,burst
bury,bury,'beri,"v. cover from sight
v. place in a grave or tomb
v. place in the earth and cover with soil
v. embed deeply","vt. 埋葬, 埋藏",v:100,3,1,gk cet4 ky,2650,2398,bury
bush,bush,buʃ,"n. a large wilderness area
n. 43rd President of the United States; son of George Herbert Walker Bush (born in 1946)
n. United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974)
n. vice president under Reagan and 41st President of the United States (born in 1924)","n. 矮树丛
[化] 管衬",v:2/n:98,2,1,gk cet4 ky toefl,2801,34013,bush
business,business,'biznis,"n. a commercial or industrial enterprise and the people who constitute it
n. a rightful concern or responsibility
n. an immediate objective
n. the volume of commercial activity","n. 生意, 事情, 业务, 商业, 商行, 职责
[经] 企业, 商业, 营业",n:100,5,1,zk gk cet4 cet6 ky ielts,215,246,business
butcher,butcher,'butʃә,"n. a retailer of meat
n. a brutal indiscriminate murderer
n. a person who slaughters or dresses meat for market
v. kill (animals) usually for food consumption","n. 屠夫, 肉商, 小贩
vt. 屠宰, 屠杀",v:21/n:79,1,0,gk cet4 cet6 ky ielts,8559,8421,butcher
butter,butter,'bʌtә,"n. an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
n. a fighter who strikes the opponent with his head
v. spread butter on","n. 奶油, 黄油
vt. 涂黄油于",v:3/n:97,3,1,zk gk cet4 ky toefl,3403,2402,butter
butterfly,butterfly,'bʌtәflai,"n. diurnal insect typically having a slender body with knobbed antennae and broad colorful wings
n. a swimming stroke in which the arms are thrown forward together out of the water while the feet kick up and down
v. flutter like a butterfly
v. cut and spread open, as in preparation for cooking","n. 蝴蝶
[医] 蝶式棉块, 翼形皮癣, 纸蝶",n:100,2,0,zk gk cet4 ky toefl ielts,5314,4923,butterfly
button,button,'bʌtәn,"n. a round fastener sewn to shirts and coats etc to fit through buttonholes
n. any of various plant parts that resemble buttons
n. a round flat badge displaying information and suitable for pinning onto a garment
n. any artifact that resembles a button","n. 钮扣, 按钮
vi. 扣住
vt. 钉钮扣于, 扣紧
[计] 按钮",v:10/n:90,3,1,gk cet4 cet6 ky,2977,2645,button
cabbage,cabbage,'kæbidʒ,"n. any of various types of cabbage
n. any of various cultivars of the genus Brassica oleracea grown for their edible leaves or flowers","n. 卷心菜
[医] 卷心菜, 甘兰",n:100,2,0,zk gk cet4 ky,8667,6982,cabbage
cabin,cabin,'kæbin,"n. small room on a ship or boat where people sleep
n. a small house built of wood; usually in a wooded area
n. the enclosed compartment of an aircraft or spacecraft where passengers are carried
v. confine to a small space, such as a cabin","n. 小屋, 客舱
vt. 关在小屋",n:100,2,0,cet4 cet6 ky toefl ielts,4831,3152,cabin
cabinet,cabinet,'kæbinit,"n. a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display
n. persons appointed by a head of state to head executive departments of government and act as official advisers
n. a storage compartment for clothes and valuables; usually it has a lock
n. housing for electronic instruments, as radio or television","n. 橱柜, 内阁
a. 内阁的, 细木工做的
[计] 机柜",n:100,4,1,cet4 cet6 ky toefl ielts gre,1378,2693,cabinet
cable,cable,'keibl,"n. a telegram sent abroad
n. a conductor for transmitting electrical or optical signals or electric power
n. a very strong thick rope made of twisted hemp or steel wire
n. a nautical unit of depth","n. 电缆, 海底电报, 缆, 索
vi. 打海底电报
vt. 发海底电报, 缚住
[计] 电缆",v:4/n:96,3,1,cet4 cet6 ky toefl ielts,3033,2003,cable
cafe,cafe,kɑ:'fei,n. a small restaurant where drinks and snacks are sold,"n. 咖啡馆, 酒店",n:100,2,0,cet4 cet6 ky ielts,5986,5837,cafe
cafeteria,cafeteria,.kæfi'tiәriә,n. a restaurant where you serve yourself and pay a cashier,"n. 自助餐厅
[经] 自助餐厅",n:100,1,0,gk cet4 cet6 ky ielts,19059,7076,cafeteria
cage,cage,keidʒ,"n. an enclosure made or wire or metal bars in which birds or animals can be kept
n. something that restricts freedom as a cage restricts movement
n. United States composer of avant-garde music (1912-1992)
n. the net that is the goal in ice hockey","n. 笼, 牢房, 战俘营
vt. 关进笼内",v:3/n:97,2,0,gk cet4 cet6 ky,4775,4143,cage
cake,cake,keik,"n. a block of solid substance (such as soap or wax)
n. baked goods made from or based on a mixture of flour, sugar, eggs, and fat","n. 蛋糕, 块, 饼
vt. 使结块, 加块状物于
vi. 结块",v:4/n:96,3,1,zk gk cet4 ky,2309,2540,cake
calculate,calculate,'kælkjuleit,"v. make a mathematical calculation or computation
v. judge to be probable
v. specifically design a product, event, or activity for a certain public","v. 计算, 预测, 计划, 打算",v:100,2,1,gk cet4 ky toefl,2168,3039,calculate
calculation,calculation,.kælkju'leiʃәn,"n. the procedure of calculating; determining something by mathematical or logical methods
n. problem solving that involves numbers or quantities
n. planning something carefully and intentionally","n. 计算, 考虑, 计算的结果
[经] 计算",n:100,0,1,cet4 toefl,3209,4642,calculation
calculator,calculator,'kælkjuleitә,"n. an expert at calculation (or at operating calculating machines)
n. a small machine that is used for mathematical calculations","n. 计算者, 计算器
[计] 计算器",n:100,1,0,cet4 toefl,8848,11525,calculator
calendar,calendar,'kælindә,"n. a system of timekeeping that defines the beginning and length and divisions of the year
n. a list or register of events (appointments or social events or court cases etc)
n. a tabular array of the days (usually for one year)
v. enter into a calendar","n. 日历, 日程表
vt. 列入表中
[计] 日历",n:100,2,0,cet4 cet6 ky toefl ielts,4695,4689,calendar
calm,calm,kɑ:m,"v. make calm or still
v. become quiet or calm, especially after a state of agitation
s. not agitated; without losing self-possession
a. (of weather) free from storm or wind","n. 平稳, 风平浪静
a. 平静的, 冷静的
vi. 平静下来, 镇静
vt. 使平静",n:26/j:33/v:41,3,1,gk cet4 cet6 ky toefl,4472,4189,calm
camel,camel,'kæml,n. cud-chewing mammal used as a draft or saddle animal in desert regions,"n. 骆驼, 打捞浮筒",n:100,1,0,zk gk cet4 cet6 ky toefl,7869,6953,camel
camera,camera,'kæmәrә,n. equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),"n. 照相机, 摄影机, 密谈室, 暗箱
[计] 摄影",n:100,4,1,zk gk cet4 cet6 ky ielts,2246,949,camera
camp,camp,kæmp,"n. temporary living quarters specially built by the army for soldiers
n. a group of people living together in a camp
n. temporary lodgings in the country for travelers or vacationers
n. a penal institution (often for forced labor)","n. 露营, 帐篷
vi. 露营, 扎营
vt. 使扎营",v:4/j:2/n:94,4,1,zk gk cet4 cet6 ky toefl ielts,2079,1188,camp
campaign,campaign,kæm'pein,"n. a series of actions advancing a principle or tending toward a particular end
n. several related operations aimed at achieving a particular goal (usually within geographical and temporal constraints)
n. an overland journey by hunters (especially in Africa)
v. run, stand, or compete for an office or a position","n. 战役, 运动, 竞选运动
vi. 参加运动, 作战",v:8/n:92,5,1,gk cet4 cet6 ky toefl ielts gre,956,640,campaign
campus,campus,'kæmpәs,n. a field on which the buildings of a university are situated,"n. 校园, 大学生活",n:100,2,0,cet4 cet6 ky toefl ielts,8068,2059,campus
canal,canal,kә'næl,"n. (astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion
n. long and narrow strip of water made for boats or for irrigation
v. provide (a city) with a canal","n. 运河, 水道, 管, 沟渠
vt. 开运河",n:100,2,0,gk cet4 cet6 ky toefl ielts,2963,5394,canal
cancel,cancel,'kænsәl,"v. postpone indefinitely or annul something that was scheduled
v. make up for
v. declare null and void; make ineffective
v. make invalid for use","n. 取消, 撤消, 盖销(邮票)
vt. 取消, 删去, 抵销, 盖销
vi. 相互抵销
[计] 作废",v:100,3,1,zk gk cet4 cet6 ky toefl ielts,3183,3915,cancel
cancer,cancer,'kænsә,"n. any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream
n. (astrology) a person who is born while the sun is in Cancer
n. a small zodiacal constellation in the northern hemisphere; between Leo and Gemini
n. the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22","n. 癌, 恶性肿瘤
[医] 癌",n:100,4,1,zk cet4 cet6 ky,1943,1029,cancer
