word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
whom,whom,hu:m,pron. The objective case of who. See Who.,pron. 谁,p:100,4,1,zk gk,775,1018,whom
top,top,tɒp,"n. the upper part of anything
n. the highest or uppermost side of anything
n. the first half of an inning; while the visiting team is at bat
n. the greatest possible intensity","n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺
a. 最高的, 顶上的, 头等的
vt. 盖, 加以顶, 高达, 超越
vi. 结束, 达到顶点, 高出
[计] TOP协议",i:9/j:34/v:9/n:48,5,1,zk gk cet4 cet6 ky ielts,776,678,top
happy,happy,'hæpi,"a. enjoying or showing or marked by joy or pleasure
s. well expressed and to the point","a. 快乐的, 幸福的, 愉快的, 恰当的",j:100,4,1,zk gk,777,747,happy
final,final,'fainl,"n. the final match between the winners of all previous matches in an elimination tournament
s. conclusive in a process or progression
s. not to be altered or undone","n. 期末考试, 结局, 决赛
a. 最后的, 终极的, 决定性的",j:82/n:18,5,1,zk gk cet4 ky toefl ielts,778,887,final
task,task,tɑ:sk,v. assign a task to,"n. 工作, 任务, 作业, 困难的工作
vt. 派给...工作, 使辛劳
[计] 任务",v:1/n:99,4,1,zk gk cet4 cet6 ky,779,1047,task
risk,risk,risk,"n. a venture undertaken without regard to possible loss or injury
n. the probability of becoming infected given that exposure to an infectious agent has occurred
n. the probability of being exposed to an infectious agent
v. expose to a chance of loss or damage","n. 冒险, 危险, 保险额
vt. 冒...的危险, 冒险干",v:14/n:86,4,1,zk gk cet4 cet6 ky toefl,781,650,risk
function,function,'fʌŋkʃәn,"n. (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)
n. what something is used for
n. the actions and activities assigned to or required or expected of a person or group
n. a relation such that one thing is dependent on another","n. 官能, 职务, 功能, 函数
vi. 活动, 运行, 行使职责
[计] 功能, 函数",v:26/n:74,4,1,gk cet4 cet6 ky ielts,782,1442,function
provision,provision,prә'viʒәn,"n. a stipulated condition
n. the activity of supplying or providing something
n. a store or supply of something (especially of food or clothing or arms)
v. supply with provisions","n. (政府提供的)钱和设备, 准备, 供应品, 规定, 条款
vt. 供给...食物及必需品",v:1/n:99,3,0,cet4 cet6 ky toefl ielts gre,783,2612,provision
county,county,'kaunti,"n. (United Kingdom) a region created by territorial division for the purpose of local government
n. (United States) the largest administrative district within a state","n. 县, 郡",n:100,4,1,cet4 cet6 ky,784,1516,county
east,east,i:st,"n. the cardinal compass point that is at 90 degrees
n. the countries of Asia
n. the region of the United States lying to the north of the Ohio River and to the east of the Mississippi River
n. the direction corresponding to the eastward cardinal compass point","n. 东方, 东
a. 东方的, 向东的
adv. 向东方, 朝东方",n:100,5,1,zk gk,785,733,east
resource,resource,ri'sɒ:s,"n. available source of wealth; a new or reserve supply that can be drawn upon when needed
n. a source of aid or support that may be drawn upon when needed
n. the ability to deal resourcefully with unusual problems","n. 资源, 财力, 办法, 策略, 急智, 消遣
[计] 资源",n:100,4,1,cet4 cet6 ky toefl ielts,786,769,resource
behaviour,behaviour,bi'heivjә,"n the action or reaction of something (as a machine or substance) under specified circumstances
n (behavioral attributes) the way a person behaves toward other people
n (psychology) the aggregate of the responses or reactions or movements made by an organism in any situation
n manner of acting or controlling yourself","n. 行为, 举止
[计] 特性, 性能, 特点, 行为, 动作, 状态",,4,1,zk gk toefl,787,10352,behaviour
defence,defence,di'fens,"n (psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires
n (sports) the team that is trying to prevent the other team from scoring
n the defendant and his legal advisors collectively
n an organization of defenders that provides resistance against attack
n the speech act of answering an attack on your assertions
n the justification for some act or belief
n a structure used to defend against attack
n a defendant's answer or plea denying the truth of the charges against him
n (military) military action or resources protecting a country against potential enemies
n protection from harm
n the act of defending someone or something against attack or injury","n. 防卫, 防卫设备
[经] (诉讼程序中的)辩护",n:100,4,1,gk cet4 cet6 ky ielts,788,21674,defence
west,west,west,"n. the countries of (originally) Europe and (now including) North America and South America
n. the cardinal compass point that is a 270 degrees
n. the region of the United States lying to the west of the Mississippi River
n. the direction corresponding to the westward cardinal compass point","n. 西方, 西部
a. 西方的, 向西的
adv. 向西, 自西方, 在西方",n:100,5,1,zk gk ielts,789,665,west
style,style,stail,"n. a particular kind (as to appearance)
n. (botany) the narrow elongated part of the pistil between the ovary and the stigma
n. editorial directions to be followed in spelling and punctuation and capitalization and typographical display
n. a slender bristlelike or tubular process","n. 风格, 时尚, 文体, 风度, 字体, 类型
vt. 称呼, (根据新款式)设计, 使合潮流
n. 风格, 样式
[计] 风格, 样式",v:3/n:97,4,1,gk cet4 cet6 ky ielts,790,968,style
floor,floor,flɒ:,"n. the inside lower horizontal surface (as of a room, hallway, tent, or other structure)
n. a structure consisting of a room or set of rooms at a single position along a vertical scale
n. a lower limit
n. the ground on which people and animals move about","n. 地板, 楼层, 底部, 底价
vt. 铺地板, 打倒
n. 地面, 地板, 基底
[计] 基底",v:1/n:99,4,1,zk gk,791,639,floor
obtain,obtain,әb'tein,v. come into possession of,"vt. 获得, 达到
vi. 流行, 得到公认",v:100,3,1,gk cet4 cet6 ky toefl,793,1595,obtain
science,science,'saiәns,n. a particular branch of scientific knowledge,"n. 科学, 学科, 学问, 自然科学
[医] 科学",n:100,4,1,zk gk ielts,794,889,science
announce,announce,ә'nauns,"v. make known; make an announcement
v. announce publicly or officially
v. give the names of
v. foreshadow or presage","vt. 宣布, 声称, 显示, 预告
vi. 当报幕员, 宣布参加竞选",v:100,5,1,gk cet4 cet6 ky toefl gre,795,1163,announce
red,red,red,"n. red color or pigment; the chromatic color resembling the hue of blood
n. a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana
s. of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies","a. 红的, 红色的, 红肿的, 流血的
n. 红色, 红颜料, 赤字
[计] 简化, 减少",j:100,5,1,zk gk,796,598,red
feeling,feeling,'fi:liŋ,"n. the experiencing of affective and emotional states
n. a physical sensation that you experience
n. an intuitive understanding of something","n. 摸, 触觉, 知觉, 感觉, 情绪, 同情
a. 有同情心的, 有感觉的, 仁慈的, 动人的",n:100,4,1,zk gk cet4 ky,797,805,feeling
response,response,ri'spɒns,"n. a result
n. a phrase recited or sung by the congregation following a versicle by the priest or minister
n. the manner in which an electrical or mechanical device responds to an input signal or a range of input signals","n. 反应, 回答, 响应
[计] 应答",i:13/n:87,4,1,cet4 cet6 ky ielts gre,798,725,response
note,note,nәut,"n. a brief written record
n. a short personal letter
n. a notation representing the pitch and duration of a musical sound
n. a tone of voice that shows what the speaker is feeling","n. 笔记, 记录, 注解, 票据, 符号, 显要, 注重, 便笺, 照会
vt. 记录, 注解, 注意",n:44/v:56,4,1,zk gk toefl,799,703,note
hall,hall,hɒ:l,"n. a large room for gatherings or entertainment
n. English writer whose novel about a lesbian relationship was banned in Britain for many years (1883-1943)
n. United States child psychologist whose theories of child psychology strongly influenced educational psychology (1844-1924)
n. United States chemist who developed an economical method of producing aluminum from bauxite (1863-1914)","n. 门厅, 走廊, 会堂",n:100,3,1,zk gk cet4 cet6 ky toefl ielts,800,1839,hall
skill,skill,'skil,"n. an ability that has been acquired by training
n. ability to produce solutions in some problem domain","n. 技术, 技巧, 技能, 熟练, 熟练工人
[化] 技能",n:100,4,1,zk gk cet4 cet6 ky ielts,801,821,skill
college,college,'kɒlidʒ,"n. the body of faculty and students of a college
n. an institution of higher education created to educate and grant degrees; often a part of a university
n. a complex of buildings in which an institution of higher education is housed","n. 学院, 大学, 学会",n:100,4,1,zk gk ielts,802,415,college
horse,horse,hɒ:s,"n. solid-hoofed herbivorous quadruped domesticated since prehistoric times
n. a padded gymnastic apparatus on legs
v. provide with a horse or horses","n. 马, 骑兵, 脚架
vi. 骑马, 取笑
vt. 使骑马, 系马于",v:1/n:99,4,1,zk gk ielts,803,1279,horse
myself,myself,mai'self,"pron. I or me in person; -- used for emphasis, my own self or
   person; as I myself will do it; I have done it myself; -- used also
   instead of me, as the object of the first person of a reflexive verb,
   without emphasis; as, I will defend myself.","pron. 我自己, 我亲自, 我独自",p:100,4,1,zk gk,804,662,myself
character,character,'kærәktә,"n. the inherent complex of attributes that determines a persons moral and ethical actions and reactions
n. an actor's portrayal of someone in a play
n. a person of a specified kind (usually with many eccentricities)
n. good repute","n. 个性, 字符, 人物, 性质, 品格, 资格
[计] 字符",n:100,4,1,gk cet4 cet6 ky toefl,805,786,character
user,user,'ju:zә,n. a person who makes use of a thing; someone who uses or employs something,"n. 使用者
[计] 用户",n:100,3,1,gk cet4 cet6,806,1813,user
serious,serious,'siәriәs,"a. concerned with work or important matters rather than play or trivialities
s. of great consequence
s. requiring effort or concentration; complex and not easy to answer or solve","a. 严肃的, 认真的, 重要的, 严重的
[电] 严重的",j:100,5,1,zk gk cet4 cet6 ky toefl ielts,807,755,serious
answer,answer,'ɑ:nsә,"n. a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation
n. the speech act of replying to a question
n. the principal pleading by the defendant in response to plaintiff's complaint; in criminal law it consists of the defendant's plea of `guilty' or `not guilty' (or nolo contendere); in civil law it must contain denials of all allegations in the plaintiff's complaint that the defendant hopes to controvert and it can contain affirmative defenses or counterclaims
n. a nonverbal reaction","n. 答案, 回答, 回报, 答辩
vt. 回答, 反驳, 适应, 响应, 符合
vi. 回答, 答应, 负责, 符合, 成功
[计] 用户问题及答案新闻组",i:2/v:48/n:50,5,1,zk gk,808,767,answer
nor,nor,nɒ:,"conj. A negative connective or particle, introducing the second
   member or clause of a negative proposition, following neither, or not,
   in the first member or clause (as or in affirmative propositions
   follows either). Nor is also used sometimes in the first member for
   neither, and sometimes the neither is omitted and implied by the use of
   nor.","conj. 也不, 也没有
[计] 或非",c:100,4,1,zk gk,810,1062,nor
normal,normal,'nɒ:ml,"a. conforming with or constituting a norm or standard or level or type or social norm; not abnormal
a. in accordance with scientific laws
a. being approximately average or within certain limits in e.g. intelligence and development
s. forming a right angle","n. 常态, 标准, 正常, 普通
a. 正常的, 正规的, 标准的, 师范的, 正态的
[计] 标准, 普通",j:99/n:1,4,1,zk gk cet4 cet6 ky toefl ielts,811,1217,normal
indicate,indicate,'indikeit,"v. indicate a place, direction, person, or thing; either spatially or figuratively
v. to state or express briefly
v. suggest the necessity of an intervention; in medicine","vt. 显示, 象征, 指示, 指出
[医] 指示",v:100,4,1,gk cet4 cet6 ky toefl gre,812,785,indicate
forget,forget,fә'get,"v. dismiss from the mind; stop remembering
v. be unable to remember
v. forget to do something
v. leave behind unintentionally","vt. 忘记, 忽略, 忘
vi. 忘记",v:100,4,1,zk gk,813,872,forget
wonder,wonder,'wʌndә,"n. the feeling aroused by something strange and surprising
n. something that causes feelings of wonder
v. have a wish or desire to know something
v. place in doubt or express doubtful speculation","n. 奇迹, 惊奇, 惊愕
vt. 惊奇, 想知道
vi. 惊讶, 怀疑",n:19/j:1/v:80,4,1,zk gk cet4 cet6 ky toefl,815,790,wonder
investment,investment,in'vestmәnt,"n. money that is invested with an expectation of profit
n. the commitment of something other than money (time, energy, or effort) to a project with the expectation of some worthwhile result
n. outer layer or covering of an organ or part or organism
n. the act of putting on robes or vestments","n. 投资
[医] 包埋料, 围模料, 包埋法, 围模法",n:100,4,1,cet4 cet6 ky ielts,816,1040,investment
economy,economy,i'kɒnәmi,"n. the system of production and distribution and consumption
n. the efficient use of resources
n. frugality in the expenditure of money or resources
n. an act of economizing; reduction in cost","n. 经济, 理财, 节约
[医] 经济, 整体",n:100,5,1,cet4 cet6 ky ielts,817,645,economy
army,army,'ɑ:mi,"n. a permanent organization of the military land forces of a nation or state
n. a large number of people united for some specific purpose","n. 军队, 陆军",n:100,5,1,zk gk cet4 ky ielts,818,1539,army
dog,dog,dɒg,"n. a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds
n. informal term for a man","n. 狗, 坏蛋
vt. 跟踪, 尾随",v:2/n:98,4,1,zk gk,819,753,dog
suffer,suffer,'sʌfә,"v. undergo or be subjected to
v. undergo (as of injuries and illnesses)
v. experience (emotional) pain
v. get worse","vt. 遭受, 经历, 忍受
vi. 受痛苦, 受损害",v:100,4,1,gk cet4 cet6 ky toefl,821,1099,suffer
recently,recently,'ri:sntli,r. in the recent past,adv. 最近,r:100,4,1,cet4 cet6 toefl,822,699,recently
along,along,ә'lɒŋ,"r. with a forward motion
r. in accompaniment or as a companion
r. to a more advanced state
r. in addition (usually followed by `with')","adv. 平行地, 向前
prep. 沿着",i:72/r:28,5,1,zk gk,823,447,along
previous,previous,'pri:viәs,"s. just preceding something else in time or order
s. too soon or too hasty","a. 早先的, 前面的, 过急的
[法] 以前的, 生前的, 前述的",j:100,4,1,cet4 cet6 ky toefl ielts gre,824,1276,previous
maintain,maintain,mein'tein,v. state or assert,"vt. 维持, 维修, 保持, 坚持, 供养, 主张
[化] 维修",v:100,4,1,cet4 cet6 ky toefl ielts,825,922,maintain
husband,husband,'hʌzbәnd,n. a married man; a woman's partner in marriage,"n. 丈夫, 管理人, 节俭的人
vt. 节俭, 使成丈夫, 持有",v:1/n:99,4,1,zk gk gre,826,637,husband
brother,brother,'brʌðә,"n. a male with the same parents as someone else
n. a male person who is a fellow member (of a fraternity or religion or other group)
n. used as a term of address for those male persons engaged in the same movement
n. (Roman Catholic Church) a title given to a monk and used as form of address",n. 兄弟,n:100,5,1,zk gk,827,614,brother
publish,publish,'pʌbliʃ,"v. prepare and issue for public distribution or sale
v. have (one's written work) issued for publication","vt. 出版, 发行, 公开, 发表, 宣传, 公布
vi. 出版, 发行",v:100,4,1,gk cet4 cet6 ky,828,1116,publish
responsibility,responsibility,ri.spɒnsә'biliti,n. a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct,"n. 责任, 职责, 负担, 可靠性
[化] 职责",n:100,4,1,gk cet4 cet6 ky toefl ielts,830,1067,responsibility
total,total,'tәutl,"v. add up in number or quantity
v. determine the sum of
v. damage beyond the point of repair","a. 全体的, 总的, 全然的
vt. 计算...的总和, 共计为
vi. 合计
n. 总数, 全体, 合计
adv. 统统",j:67/v:8/n:25,5,1,zk gk cet4 cet6 ky ielts,831,1038,total
argument,argument,'ɑ:gjumәnt,"n. a fact or assertion offered as evidence that something is true
n. a discussion in which reasons are advanced for and against some proposition or proposal
n. a summary of the subject or plot of a literary work or play or movie
n. (computer science) a reference or value that is passed to a function, procedure, subroutine, command, or program","n. 争论, 论证, 论据, 自变量
[计] 参数",n:100,4,1,gk cet4 ky ielts,832,1185,argument
season,season,'si:zn,"n. a period of the year marked by special events or activities in some field
n. one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions
n. a recurrent time marked by major holidays
v. lend flavor to","n. 季节, 时节, 当令期, 时期
vt. 给...调味, 使成熟, 使老练, 缓和
vi. 变干燥",v:1/n:99,5,1,zk gk toefl ielts,833,506,season
anyway,anyway,'eniwei,"r used to indicate that a statement explains or supports a previous statement; anyhow, they're quiet""; anyway, it's gone""; in any case, there was a brief scuffle""
r in any way whatsoever","adv. 无论如何, 至少",r:100,4,1,zk cet4 ky,834,1393,anyway
avoid,avoid,ә'vɒid,"v. stay clear from; keep away from; keep out of the way of someone or something
v. refrain from doing something","vt. 避免, 防止, 撤消
[法] 避免, 回避, 躲开",v:100,4,1,zk gk cet4 ky toefl ielts gre,835,908,avoid
concern,concern,kәn'sә:n,"n. something that interests you because it is important or affects you
n. an anxious feeling
n. a feeling of sympathy for someone or something
n. something or someone that causes anxiety; a source of unhappiness","n. 关心, 忧虑
vt. 与...有关, 使担心, 使挂念",v:14/n:86,5,1,gk cet4 cet6 ky ielts,836,717,concern
bill,bill,bil,"n. a statute in draft before it becomes law
n. an itemized statement of money owed for goods shipped or services rendered
n. a piece of paper money (especially one issued by a central bank)
n. the entertainment offered at a public presentation","n. 帐单, 清单, 钞票, 鸟嘴, 广告, 法案, 票据
vt. 开帐单, (用招贴)宣布",v:5/n:95,4,1,zk gk cet4 ky toefl ielts,837,8026,bill
prime,prime,praim,"n. a number that has no factor but itself and 1
n. the second canonical hour; about 6 a.m.
n. the time of maturity when power and vigor are greatest
v. insert a primer into (a gun, mine, or charge) preparatory to detonation or firing","n. 最佳部分, 初期, 全盛期
a. 主要的, 最初的, 根本的
v. 加油启动, 灌注, 填装",n:1/j:95/v:4,3,0,cet4 cet6 ky toefl ielts gre,838,1667,prime
express,express,ik'spres,"n. mail that is distributed by a rapid and efficient system
n. public transport consisting of a fast train or bus that makes only a few scheduled stops
n. rapid transport of goods
v. give expression to","n. 快车, 快递, 专使
a. 明确的, 丝毫不差的, 专门的, 快的
vt. 表达, 表示, 表露",j:4/v:96,4,1,zk gk cet4 cet6 ky,839,1272,express
suppose,suppose,sә'pәuz,v. express a supposition,"vt. 推想, 假设, 以为, 想像, 假定
vi. 料想",v:100,4,1,zk gk cet4 cet6 ky toefl,840,2161,suppose
significant,significant,sig'nifikәnt,"a. important in effect or meaning
s. fairly large
a. too closely correlated to be attributed to chance and therefore indicating a systematic relation","a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",j:100,4,1,cet4 cet6 ky toefl ielts gre,841,719,significant
finish,finish,'finiʃ,"n. the place designated as the end (as of a race or journey)
n. designated event that concludes a contest (especially a race)
n. the downfall of someone (as of persons on one side of a conflict)
n. (wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)","n. 完成, 结束, 末道漆, 磨光, 完美
vt. 完成, 结束, 用完, 毁掉
vi. 结束
[计] 完成",n:15/v:85,4,1,zk gk toefl,842,916,finish
element,element,'elimәnt,"n. the most favorable environment for a plant or animal
n. one of four substances thought in ancient and medieval cosmology to constitute the physical universe
n. the situation in which you are happiest and most effective
n. a straight line that generates a cylinder or cone","n. 元件, 元素, 要素
[计] 部分; 成分; 单元; 码元; 元件; 元素; 单元",n:100,4,1,cet4 cet6 ky toefl,843,1214,element
glass,glass,glɑ:s,"n. a brittle transparent solid with irregular atomic structure
n. a container for holding liquids while drinking
n. the quantity a glass will hold
n. glassware collectively","n. 玻璃, 玻璃杯, 透镜
vt. 装玻璃于, 反射, 反映
vi. 成玻璃状",v:1/n:99,4,1,zk gk ielts,844,820,glass
determine,determine,di'tә:min,"v. establish after a calculation, investigation, experiment, survey, or study
v. shape or influence; give direction to
v. fix conclusively or authoritatively
v. fix in scope; fix the boundaries of","v. 决定, 决心",v:100,4,1,gk cet4 cet6 ky toefl,845,773,determine
duty,duty,'dju:ti,"n. the social force that binds you to the courses of action demanded by that force; every opportunity, an obligation; every possession, a duty""- John D.Rockefeller Jr
n. work that you are obliged to perform for moral or legal reasons
n. a government tax on imports or exports","n. 责任, 关税, 职务, 尊敬
[化] 职责",n:100,4,1,zk gk cet4 cet6 ky ielts,846,1752,duty
July,july,dʒu:'lai,n. the month following June and preceding August,n. 七月,,4,1,zk gk ielts,847,0,july
save,save,seiv,"n. (sports) the act of preventing the opposition from scoring
v. to keep up and reserve for personal or special use
v. bring into safety
v. spend less; buy at a reduced price","n. 救球
vt. 解救, 挽救, 储蓄, 保存, 节省, 保留
vi. 挽救, 节省, 救球
prep. 除...之外
[计] 保存",i:4/c:1/n:1/v:94,5,1,zk gk cet4 cet6 ky toefl,848,735,save
tend,tend,tend,"v. have a tendency or disposition to do or be something; be inclined
v. have care of or look after
v. manage or run","vi. 走向, 有某种的倾向, 易于, 照顾, 注意
vt. 照料, 护理",v:100,4,1,gk cet4 cet6 ky gre,849,1039,tend
listen,listen,'lisn,"v. hear with intention
v. listen and pay attention","vi. 听, 倾听, 听从
n. 听, 倾听",n:1/v:99,4,1,zk gk,850,609,listen
leg,leg,leg,"n. a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle
n. a structure in animals that is similar to a human leg and used for locomotion
n. one of the supports for a piece of furniture
n. the limb of an animal used for food","n. 腿, 假腿, 路程
vi. 走, 跑",n:100,4,1,zk gk,851,856,leg
fund,fund,fʌnd,"n. a reserve of money set aside for some purpose
v. convert (short-term floating debt) into long-term debt that bears fixed interest and is represented by bonds
v. place or store up in a fund for accumulation
v. provide a fund for the redemption of principal or payment of interest","n. 基金, 资金, 存款, 财源, 贮藏
vt. 提供资金, 积累",v:16/n:84,5,1,cet4 cet6 ky toefl,852,754,fund
park,park,pɑ:k,"n. a large area of land preserved in its natural state as public property
n. a piece of open land for recreational use in an urban area
n. Scottish explorer in Africa (1771-1806)
n. a gear position that acts as a parking brake","n. 公园, 停车处
vt. 停车, 置于
vi. 停车",v:22/n:78,4,1,zk gk ielts,853,3467,park
suddenly,suddenly,'sʌdәnli,r. happening unexpectedly,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",r:100,4,1,cet4 cet6,854,955,suddenly
title,title,'taitl,"n. a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
n. the name of a work of art or literary composition etc.
n. a general or descriptive heading for a section of a written work
n. an identifying appellation signifying status or function: e.g. `Mr.' or `General'","n. 头衔, 名称, 标题, 书名, 扉页, 权利, 资格, 冠军, 字幕
vt. 授予头衔, 加标题于
[计] 标题",v:13/n:87,4,1,gk cet4 cet6 ky toefl ielts,855,1323,title
treat,treat,tri:t,"n. an occurrence that causes special pleasure or delight
v. interact in a certain way
v. provide treatment for
v. provide with a gift or entertainment","n. 宴请, 款待
vt. 视为, 对待, 论述, 治疗, 款待
vi. 讨论, 谈判, 作东",n:9/v:91,4,1,gk cet4 cet6 ky toefl,856,960,treat
outside,outside,'aut'said,"n. the region that is outside of something
n. the outer side or surface of something
a. relating to or being on or near the outer side or limit
s. originating or belonging beyond some bounds:""the outside world""","n. 外面, 外表, 外界
a. 外面的, 外表的, 外界的
adv. 外面, 外表, 外界",i:54/n:2/r:25/j:19,5,1,zk gk,857,809,outside
summer,summer,'sʌmә,"n. the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox
n. the period of finest development, happiness, or beauty
v. spend the summer","n. 夏季, 全盛时期
vi. 避暑, 过夏天
[计] 加法器",v:1/n:99,4,1,zk gk ielts,858,619,summer
throughout,throughout,θru:'aut,r. from first to last,"adv. 到处, 贯穿全部地, 自始至终
prep. 遍及, 在各处
[计] 吞吐量",i:96/r:4,4,1,gk cet4 cet6 ky ielts,859,983,throughout
discussion,discussion,dis'kʌʃәn,"n. an extended communication (often interactive) dealing with some particular topic
n. an exchange of views on some topic",n. 讨论,n:100,4,1,zk gk cet4 cet6 ielts,860,1041,discussion
generally,generally,'dʒenәrәli,r. without distinction of one from others,"adv. 通常, 逐渐地, 普遍地",r:100,4,1,cet4 cet6 toefl,861,1202,generally
aspect,aspect,'æspekt,"n. a distinct feature or element in a problem
n. a characteristic to be considered
n. the beginning or duration or completion or repetition of the action of a verb","n. 外观, 方面, 面貌, 方向
[医] 方面, 局面; 外观",n:100,4,1,gk cet4 cet6 ky toefl gre,862,1357,aspect
industrial,industrial,in'dʌstriәl,"a. of or relating to or resulting from industry
a. having highly developed industries
s. employed in industry
s. suitable to stand up to hard wear","a. 工业的, 供工业用的, 工业高度发展的, 产业的
n. 工业工人, 工业股票",j:100,4,1,cet4 cet6 ky toefl ielts,863,1913,industrial
chairman,chairman,'tʃєәmәn,"n the officer who presides at the meetings of an organization
v act or preside as chair, as of an academic department in a university","n. 主席, 会长
[经] 主席",n:100,4,1,zk gk cet4 cet6 ky,864,1372,chairman
nearly,nearly,'niәli,"r (of actions or states) slightly short of or not quite accomplished; all but
r in a close manner","adv. 几乎, 密切地",r:100,4,1,zk gk toefl,865,599,nearly
remove,remove,ri'mu:v,"n. degree of figurative distance or separation; 
v. remove something concrete, as by lifting, pushing, or taking off, or remove something abstract
v. remove from a position or an office
v. shift the position or location of, as for business, legal, educational, or military purposes","vt. 移动, 调动, 除去, 迁移, 开除, 移交
vi. 迁移, 移动, 搬家
n. 班级, 升级, 移动, 搬家, 间距
[计] 删除",n:1/v:99,4,1,gk cet4 cet6 ky toefl gre,866,876,remove
visit,visit,'vizit,"n. the act of going to see some person or place or thing for a short time
n. a meeting arranged by the visitor to see someone (such as a doctor or lawyer) for treatment or advice
n. the act of visiting in an official capacity (as for an inspection)
n. the act of going to see some person in a professional capacity","n. 拜访, 访问, 游览, 视察
vt. 拜访, 访问, 参观, 视察, 降临
vi. 访问, 参观, 闲谈",n:37/v:63,5,1,zk gk,867,905,visit
throw,throw,θrәu,"n. the act of throwing (propelling something with a rapid movement of the arm and wrist)
n. a single chance or instance
n. the maximum movement available to a pivoted or reciprocating piece by a cam
n. bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something","vt. 投, 掷, 抛, 发射, 摔下, 匆匆穿上(或脱下), 抛弃, 摆脱
vi. 丢, 掷, 抛
n. 投掷, 掷骰子, 冒险",n:6/v:94,4,1,zk gk toefl,868,677,throw
baby,baby,'beibi,"n. a very young child (birth to 1 year) who has not yet begun to walk or talk
n. the youngest member of a group (not necessarily young)
n. an unborn child; a human fetus
n. (slang) sometimes used as a term of address for attractive young women","n. 婴孩
[医] 婴儿",v:1/n:99,4,1,zk gk,869,588,baby
sorry,sorry,'sɒri,"a feeling or expressing regret or sorrow or a sense of loss over something done or undone
s bad; unfortunate
s without merit
s causing dejection","a. 难过的, 悲哀的, 遗憾的",j:100,4,1,zk gk,870,1205,sorry
daughter,daughter,'dɒ:tә,n. a female human offspring,"n. 女儿
a. 女儿的",n:100,5,1,zk gk,871,634,daughter
united,united,ju:'naitid,a. characterized by unity; being or joined into a single entity,"a. 联合的, 团结的, 一致的, 和睦的
[法] 联合的, 统一的, 一致的",j:100,3,1,ielts,873,1460,united
box,box,bɒks,"n. a (usually rectangular) container; may have a lid
n. private area in a theater or grandstand where a small group can watch the performance
n. the quantity contained in a box
n. a rectangular drawing","n. 盒子, 箱, 方框, 一巴掌
vt. 装...入盒中, 装箱, 打耳光
vi. 拳击
[计] 方框",v:4/n:96,4,1,zk gk,874,795,box
exist,exist,ig'zist,"v. have an existence, be extant
v. support oneself","vi. 存在, 生存, 发生",v:100,4,1,gk cet4 cet6 ky toefl,875,1016,exist
river,river,'rivә,n. a large natural stream of water (larger than a creek),"n. 河, 江
[法] 河流, 江河, 内河",n:100,4,1,zk gk,876,1327,river
dead,dead,ded,"n. people who are no longer living
n. a time when coldness (or some other quality associated with death) is intense
a. no longer having or seeming to have or expecting to have life
a. not showing characteristics of life especially the capacity to sustain life; no longer exerting force or having energy or heat","a. 死的, 不活泼的, 麻木的, 熄灭的
n. 死者
adv. 完全地, 直接地",r:8/j:92,4,1,zk gk toefl,877,726,dead
customer,customer,'kʌstәmә,n. someone who pays for goods or services,"n. 消费者
[化] 顾客",n:100,4,1,gk cet4 cet6 ky toefl ielts,879,1098,customer
institution,institution,.insti'tju:ʃәn,"n. an organization founded and united for a specific purpose
n. an establishment consisting of a building or complex of buildings where an organization for the promotion of some cause is situated
n. a custom that for a long time has been an important feature of some group or society","n. 机构, 惯例, 制度
[医] 机关, 机构, 设施",n:100,4,1,gk cet4 cet6 ky toefl ielts gre,880,987,institution
encourage,encourage,in'kʌridʒ,"v. inspire with confidence; give hope or courage to
v. spur on","vt. 鼓励, 支持, 激励
[法] 怂恿, 煽动, 助长",v:100,4,1,zk gk cet4 cet6 ky toefl,881,1184,encourage
specific,specific,spi'sifik,"n. a medicine that has a mitigating effect on a specific disease
a. (sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique
s. stated explicitly or in detail
a. relating to or distinguishing or constituting a taxonomic species","n. 特效药, 特性
a. 特殊的, 明确的, 具有特效的, 特定地, 具体地",j:95/n:5,4,1,gk cet4 cet6 ky toefl ielts,882,979,specific
