word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
AIDS,aids,eidz,n. a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,"n. 爱滋病(获得性免疫缺陷综合征)
[计] 高级综合数据系统, 先进交互调试系统, 自动图解文档编制系统
美国决策学学会, 信息自动显示系统, 自动综合调试系统",,4,0,gk ielts,3757,1793,aids
ail,ail,eil,v. be ill or unwell,"vt. 使苦恼
vi. 生病, 处境困难
[计] 数组互联逻辑",v:100,0,0,gre,21560,15923,ail
ailment,ailment,'eilmәnt,n. an often persistent bodily disorder or disease; a cause for complaining,"n. 病痛, 疾病
[医] 疾病",n:100,1,0,toefl gre,11277,8723,ailment
aim,aim,eim,"n. the goal intended to be attained (and which is believed to be attainable)
n. the action of directing something at an object
v. point or cause to go (blows, weapons, or objects such as photographic equipment) towards
v. propose or intend","n. 目标, 瞄准, 击中目标的能力
vi. 对准目标, 致力, 打算
vt. 瞄准
[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块
应用接口模块, 医学人工智能, 相联索引法, 异步接口模块
自动化信息管理, 自动化综合制造, 自动化库存管理",n:31/v:69,4,1,gk cet4 cet6 ky toefl ielts,1261,1931,aim
air,air,єә,"n. a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of
n. the region above the ground
n. a distinctive but intangible quality surrounding a person or thing
n. once thought to be one of four elements composing the universe (Empedocles)","n. 空气, 旋律, 态度
vt. 晾, 使通风, 夸耀",v:3/n:97,5,1,zk gk toefl ielts,527,370,air
airborne,airborne,'єәbɒ:n,s. moved or conveyed by or through air,"a. 升空的, 空运的, 空中传播的, 空降的",j:100,1,0,toefl gre,9978,7134,airborne
airport,airport,'єәpɒ:t,n. an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,"n. 飞机场
[机] 航空站, 机场",n:100,4,1,zk gk ielts,2541,1765,airport
airtight,airtight,'єәtait,"s. having no weak points
s. not allowing air or gas to pass in or out","a. 气密的, 不透气的, 无懈可击的
[机] 气密, 不透气",j:100,0,0,gre,22180,12126,airtight
aisle,aisle,ail,"n. a long narrow passage (as in a cave or woods)
n. passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores
n. part of a church divided laterally from the nave proper by rows of pillars or columns","n. 走廊, 侧廊, 过道
[机] 走道",n:100,1,0,ky ielts,7161,4484,aisle
alabaster,alabaster,'ælәbɑ:stә,"n. a compact fine-textured, usually white gypsum used for carving
n. a hard compact kind of calcite
n. a very light white","n. 雪花石膏
a. 雪花石膏制的",n:100,0,0,gre,24934,22647,alabaster
alacrity,alacrity,ә'lækrәti,n. liveliness and eagerness,"n. 敏捷, 轻快, 乐意",n:100,0,0,gre,19836,27693,alacrity
alarm,alarm,ә'lɑ:m,"n. fear resulting from the awareness of danger
n. a device that signals the occurrence of some undesirable event
n. an automatic signal (usually a sound) warning of danger
v. warn or arouse to a sense of danger or call to a state of preparedness","n. 惊恐, 警报, 警钟
vt. 使惊恐, 警告
[计] 报警信号",v:22/n:78,3,1,gk cet4 ky toefl ielts,3004,3693,alarm
Alaska,alaska,ә'læskә,n. a state in northwestern North America; the 49th state admitted to the union,n. 阿拉斯加州,,0,0,ielts,12468,0,alaska
albeit,albeit,ɔ:l'bi:it,conj. Even though; although; notwithstanding.,"conj. 尽管, 虽然",c:100,2,0,gre,4587,6086,albeit
albino,albino,æl'bi:nәu,n. a person with congenital albinism: white hair and milky skin; eyes are usually pink,"n. 白化病者, 白化体
[医] 白化病患者",j:48/n:52,0,0,gre,36907,25420,albino
album,album,'ælbәm,"n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
n. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc","n. 粘贴簿, 唱片套
[医] 白色物",n:100,4,0,gk cet6 ky ielts,2991,2215,album
alchemy,alchemy,'ælkimi,n. a pseudoscientific forerunner of chemistry in medieval times,"n. 炼金术, 魔力
[化] 炼丹术; 炼金术; 金丹术",n:100,0,0,toefl gre,22179,17003,alchemy
alcove,alcove,'ælkәuv,n. a small recess opening off a larger room,"n. 凹室, 壁龛, 小亭",n:100,1,0,gre,16393,13738,alcove
alert,alert,ә'lә:t,"n. condition of heightened watchfulness or preparation for action
n. a warning serves to make you more alert to danger
a. engaged in or accustomed to close observation
s. quick and energetic","a. 警觉的, 灵敏的, 留心的
n. 警报
vt. 使警觉, 通知, 使意识到",n:17/j:40/v:43,3,0,cet4 cet6 ky toefl gre,4966,5318,alert
alias,alias,'eiliæs,"n. a name that has been assumed temporarily
r. as known or named at another time or place","n. 别名, 化名
adv. 以化名为人所知
[计] 别名; 替换入口",n:100,1,0,gre,19639,21758,alias
alibi,alibi,'ælibai,"n. (law) a defense by an accused person purporting to show that he or she could not have committed the crime in question
v. exonerate by means of an alibi","n. 不在犯罪现场, 托辞
v. 为...辩解",n:100,1,0,gre,16263,13258,alibi
alien,alien,'eiljәn,"v. transfer property or ownership
s. not contained in or deriving from the essential nature of something
s. being or from or characteristic of another place or part of the world","n. 外国人, 外侨
a. 外国的, 相异的",j:40/n:60,2,0,cet6 ky toefl ielts,5998,3977,alien
alienate,alienate,'eiljәneit,v. make withdrawn or isolated or emotionally dissociated,"vt. 使疏远, 离间, 转让
[法] 转让, 让与, 疏远",v:100,2,0,toefl ielts gre,8590,8136,alienate
align,align,ә'lain,"v. place in a line or arrange so as to be parallel or straight
v. be or come into adjustment with
v. align oneself with a group or a way of thinking
v. bring (components or parts) into proper or desirable coordination correlation","vi. 排列, 排成一行, 结盟
vt. 使结盟, 使成一行, 校正",v:100,2,0,gre,7857,5939,align
alimentary,alimentary,.æli'mentәri,s. of or providing nourishment,"a. 饮食的, 供养的
[化] 营养的",j:100,0,0,gre,34511,39374,alimentary
alkali,alkali,'ælkәlai,n. a mixture of soluble salts found in arid soils and some bodies of water; detrimental to agriculture,"n. 碱
a. 碱性的",n:100,0,0,toefl gre,13261,28494,alkali
all,all,ɒ:l,"a. quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class
s. completely given to or absorbed by","a. 所有的, 全部的, 一切的
adv. 全部, 全然
pron. 全部
n. 全部",r:17/d:83,5,1,zk gk ielts,39,43,all
allay,allay,ә'lei,"v lessen the intensity of or calm
v satisfy (thirst)","vt. 使平静, 使缓和",v:100,1,0,gre,14151,17138,allay
allege,allege,ә'ledʒ,v. report or maintain,"vt. 宣称, 主张, 提出, 断言
[法] 断言, 指称, 指证",v:100,4,0,cet6 ky toefl ielts gre,3738,5319,allege
allegiance,allegiance,ә'li:dʒәns,n. the loyalty that citizens owe to their country (or subjects to their sovereign),"n. 忠贞, 效忠",n:100,1,0,cet6 toefl ielts gre,6439,7232,allegiance
allegory,allegory,'æligәri,n. an expressive style that uses fictional characters and events to describe some subject by suggestive resemblances; an extended metaphor,n. 寓言,n:100,0,0,toefl gre,16676,13663,allegory
allergic,allergic,ә'lә:dʒik,"a. characterized by or caused by allergy
s. having an allergy or peculiar or excessive susceptibility (especially to a specific factor)","a. 对...过敏的, 极反感的
[医] 变应性的",j:100,1,0,gk ielts gre,14426,9143,allergic
allergy,allergy,'ælәdʒi,n. hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,"n. 变应性, 反感, 厌恶
[化] 变态反应; 变应性",n:100,2,0,ielts gre,12351,7220,allergy
alleviate,alleviate,ә'li:vieit,"v provide physical relief, as from pain
v make easier","vt. 减轻, 使缓和",v:100,1,0,cet6 ky toefl ielts gre,7706,7531,alleviate
alley,alley,'æli,n. a narrow street with walls on both sides,"n. 小路, 巷",n:100,1,0,gk ielts,6528,4340,alley
alliance,alliance,ә'laiәns,"n. the state of being allied or confederated
n. a connection based on kinship or marriage or common interest
n. an organization of people (or countries) involved in a pact or treaty
n. a formal agreement establishing an association or alliance between nations or other groups to achieve a particular aim","n. 联盟, 联合
[法] 同盟, 联盟, 联姻",n:100,3,0,cet6 ky toefl ielts,2354,3376,alliance
alliterate,alliterate,ә'litәreit,v. use alliteration as a form of poetry,"v. 用头韵法, 押头韵",,0,0,gre,0,0,alliterate
allocate,allocate,'ælәukeit,v. distribute according to a plan or set apart for a special purpose,"vt. 分派, 分配
[计] 分配",v:100,2,0,gk cet6 ky toefl ielts gre,3035,6763,allocate
allot,allot,ә'lɒt,"v give out
v allow to have
v administer or bestow, as in small portions","vt. 分配, 分摊指定
[经] (按股或按规定)分配, 配(拨)给, 规(派)定",v:100,1,0,toefl ielts,11461,13192,allot
allowance,allowance,ә'lauәns,"n. an amount allowed or granted (as during a given period)
n. a sum granted as reimbursement for expenses
n. an amount added or deducted on the basis of qualifying circumstances
n. a permissible difference; allowing some freedom to move within limits","n. 津贴, 零用钱, 限额, 折扣, 允许
vt. 定量供应",n:100,2,0,gk cet6 ky ielts gre,2481,7677,allowance
alloy,alloy,'ælɒi. ә'lɒi,"n. a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten
v. make an alloy of","n. 合金
vt. 将...铸成合金, 减低成色
vi. 合铸",v:5/n:95,1,0,cet4 cet6 ky toefl ielts,10493,11808,alloy
allude,allude,ә'lu:d,v. make a more or less disguised reference to,"vi. 暗指, 提及",v:100,1,0,toefl gre,11377,8601,allude
alluring,alluring,ә'luәriŋ,s. highly attractive and able to arouse hope or desire,"a. 吸引人的, 诱人的, 迷人的",j:100,0,0,gre,20157,14169,alluring
allusion,allusion,ә'lu:ʒәn,n. passing reference or indirect mention,"n. 提及, 暗指",n:100,1,0,toefl gre,11817,11191,allusion
ally,ally,'ælai. ә'lai,"n. a friendly nation
n. an associate who provides cooperation or assistance
v. become an ally or associate, as by a treaty or marriage","n. 同盟者, 同盟国, 助手
vt. 使联盟, 使联合, 使有关系
vi. 结盟",v:9/n:91,4,1,cet6 ky toefl ielts,3121,2408,ally
almond,almond,'ɑ:mәnd,"n. small bushy deciduous tree native to Asia and North Africa having pretty pink blossoms and highly prized edible nuts enclosed in a hard green hull; cultivated in southern Australia and California
n. oval-shaped edible seed of the almond tree","n. 杏仁
[化] 杏仁",n:100,1,0,gre,9172,7510,almond
alms,alms,ɑ:mz,n. money or goods contributed to the poor,"n. 施舍, 救济金, 救济品",n:100,0,0,gre,0,23266,alms
aloft,aloft,ә'lɒft,"r. at or on or to the masthead or upper rigging of a ship
r. upward
r. at or to great height; high up in or into the air
r. in the higher atmosphere above the earth","adv. 在高处, 在上",r:100,1,0,toefl gre,14657,12541,aloft
alone,alone,ә'lәun,"s. isolated from others
s. lacking companions or companionship
s. exclusive of anyone or anything else
s. radically distinctive and without equal","a. 孤独的, 单独的, 独自的
adv. 独自地",r:60/j:40,4,1,zk gk cet4 ky toefl ielts,1297,1097,alone
alongside,alongside,ә'lɒŋ'said,r side by side,"adv. 在旁边, 靠拢着
prep. 在...旁边, 与...在一起",i:87/r:13,3,1,gk cet6 ky ielts,2737,4203,alongside
aloof,aloof,ә'lu:f,"s. remote in manner
r. in an aloof manner","a. 远离的, 冷淡的
adv. 远离, 冷漠超然地",j:100,1,0,toefl gre,13857,14411,aloof
alphabetical,alphabetical,.ælfә'betikәl,"a relating to or expressed by a writing system that uses an alphabet
a arranged in order according to the alphabet","a. 依字母顺序的, 字母的",j:100,0,1,ielts gre,15239,19282,alphabetical
alter,alter,'ɒ:ltә,"v. make an alteration to
v. remove the ovaries of",v. 改变,v:100,3,1,cet4 cet6 ky toefl ielts gre,2121,2889,alter
alternate,alternate,'ɒ:ltәnәt,"v. go back and forth; swing back and forth between two states or conditions
v. exchange people temporarily to fulfill certain jobs and functions
v. do something in turns
s. every second one of a series","a. 交替的, 轮流的, 间隔的
v. 轮流, (使)交替",n:6/j:54/v:40,2,0,cet6 ky toefl ielts gre,9515,7396,alternate
alternative,alternative,ɒ:l'tә:nәtiv,"s. necessitating a choice between mutually exclusive possibilities
s. pertaining to unconventional choices","n. 两者择一, 供替代的选择
a. 两者择一的, 供选择的
[计] 选择对象",j:44/n:56,4,1,gk cet4 cet6 ky toefl ielts,1752,2073,alternative
altitude,altitude,'æltitju:d,"n. elevation especially above sea level or above the earth's surface
n. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel)","n. 高度, 海拔, 高处
[电] 高度",n:100,1,0,gk cet4 cet6 ky toefl ielts,8085,6370,altitude
altruism,altruism,'æltruizm,n. the quality of unselfish concern for the welfare of others,"n. 利他主义, 利他",n:100,0,0,toefl gre,15309,15638,altruism
altruistic,altruistic,.æltru'istik,a. showing unselfish concern for the welfare of others,"a. 利他的, 无私心的",j:100,0,0,gre,18809,15735,altruistic
aluminium,aluminium,.ælju'miniәm,n a silvery ductile metallic element found primarily in bauxite,"n. 铝
a. 铝的",n:100,2,0,gk cet4 cet6 toefl gre,5580,32731,aluminium
amalgam,amalgam,ә'mælgәm,"n. an alloy of mercury with another metal (usually silver) used by dentists to fill cavities in teeth; except for iron and platinum all metals dissolve in mercury and chemists refer to the resulting mercury mixtures as amalgams
n. a combination or blend of diverse things","n. 汞合金, 汞齐
[化] 汞齐; 汞合金",n:100,1,0,gre,18782,17090,amalgam
amalgamate,amalgamate,ә'mælgәmeit,s. joined together into a whole,"v. 使汞齐化, 合并",v:100,1,0,toefl gre,11735,30000,amalgamate
amass,amass,ә'mæs,"v collect or gather
v get or gather together","vt. 积聚, 堆积",v:100,1,0,toefl gre,13689,9638,amass
amateur,amateur,'æmәtә,"n. someone who pursues a study or sport as a pastime
n. an athlete who does not play for pay
s. engaged in as a pastime","n. 业余爱好者, 外行, 爱好者
[电] 业余家",j:61/n:39,3,0,gk cet6 ky toefl ielts gre,5030,5795,amateur
amateurish,amateurish,.æmә'tә:riʃ,s. lacking professional skill or expertise,"a. 业余的, 外行的, 不熟练的",j:100,0,0,gre,20119,25255,amateurish
amaze,amaze,ә'meiz,v. affect with wonder,vt. 使吃惊,v:100,2,1,gk cet4 cet6 ky toefl ielts,11151,8607,amaze
amazing,amazing,ә'meiziŋ,"s. surprising greatly
s. inspiring awe or admiration or wonder",a. 令人惊异的,j:100,3,1,gk toefl ielts,3667,2294,amazing
ambassador,ambassador,æm'bæsәdә,"n. a diplomat of the highest rank; accredited as representative from one country to another
n. an informal representative","n. 大使
[法] 大使, 使节, 代理",n:100,3,0,gk cet6 ky ielts,4614,4520,ambassador
ambidextrous,ambidextrous,.æmbi'dekstrәs,"a. equally skillful with each hand
s. marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another","a. 两手俱利的, 搞两面派的
[医] 两手同利的",j:100,0,0,gre,0,36119,ambidextrous
ambience,ambience,'æmbiәns,"n a particular environment or surrounding influence
n the atmosphere of an environment","n. 周围环境, 气氛",n:100,1,0,toefl gre,14253,14090,ambience
ambiguity,ambiguity,.æmbi'gju:iti,"n. an expression whose meaning cannot be determined from its context
n. unclearness by virtue of having more than one meaning","n. 不明确, 含糊
[计] 二义性; 多义性",n:100,0,0,cet6 ielts,5407,7034,ambiguity
ambiguous,ambiguous,æm'bigjuәs,"a. having more than one possible meaning
s. having no intrinsic or objective meaning; not organized in conventional patterns","a. 不明确的, 模棱两可的
[法] 意思含糊的, 模棱两可的, 暧昧的",j:100,2,0,gk cet6 ky toefl ielts gre,6442,7071,ambiguous
ambition,ambition,æm'biʃәn,"n. a cherished desire
n. a strong drive for success
v. have as one's ambition","n. 野心, 志向",n:100,3,1,gk cet4 cet6 ky toefl ielts,3185,4283,ambition
ambitious,ambitious,æm'biʃәs,"a. having a strong desire for success or achievement
s. requiring full use of your abilities or resources","a. 有野心的, 抱负不凡的, 雄心勃勃的",j:100,2,0,cet6 ky toefl ielts,4298,4287,ambitious
ambivalence,ambivalence,æm'bivәlәns,n. mixed feelings or emotions,"n. 矛盾情绪
[医] 矛盾情绪(两种情感互相冲突)",n:100,0,0,toefl gre,12403,9873,ambivalence
ambivalent,ambivalent,æm'bivәlәnt,s. uncertain or unable to decide about what course to follow,"a. 矛盾的, 模棱两可的
[医] 矛盾情绪的",j:100,1,0,toefl gre,11150,10693,ambivalent
amble,amble,'æmbl,"n. a leisurely walk (usually in some public place)
v. walk leisurely","n. 马的缓行步态, 缓行漫步
vi. 马缓行, 从容漫步",n:7/v:93,0,0,toefl gre,15822,13980,amble
ambrosial,ambrosial,æm'brәuzjәl,"s. extremely pleasing to the taste; sweet and fragrant
s. worthy of the gods",a. 特别美味的,j:100,0,0,gre,0,43882,ambrosial
ambulance,ambulance,'æmbjulәns,n. a vehicle that takes people to and from hospitals,"n. 救护车
[医] 救护车",n:100,2,1,gk cet4 ky ielts,3860,5500,ambulance
ambulatory,ambulatory,'æmbjulәtәri,"n. a covered walkway (as in a cloister)
a. relating to or adapted for walking","a. 步行的, 走动的, 流动的, 非固定的
n. 回廊",j:100,0,0,gre,29018,20221,ambulatory
ambush,ambush,'æmbuʃ,"n. the act of concealing yourself and lying in wait to attack by surprise
v. wait in hiding to attack","n. 埋伏, 伏兵, 伏击
vt. 埋伏, 伏击
vi. 埋伏",v:44/n:56,2,0,toefl gre,12166,11303,ambush
ameliorate,ameliorate,ә'mi:ljәreit,"v to make better
v get better","v. 改善, 改良, 改进",v:100,0,0,gre,19718,17496,ameliorate
amenable,amenable,ә'mi:nәbl,"s. disposed or willing to comply
s. readily reacting to suggestions and influences
s. open to being acted upon in a certain way","a. 服从的, 会接纳的, 有义务的
[法] 服从的, 有责任的, 有服从义务的",j:100,0,0,toefl gre,11453,15693,amenable
amend,amend,ә'mend,v. make amendments to,"vt. 修改, 改善, 改良
vi. 改过自新",v:100,2,0,ky toefl ielts gre,4585,7371,amend
amendment,amendment,ә'mendmәnt,"n. the act of amending or correcting
n. a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.)","n. 修订, 改善, 改良, 改正
[化] 调理剂; 修正",n:100,3,0,toefl gre,2864,3667,amendment
amends,amends,ә'mendz,"n a sum of money paid in compensation for loss or injury
n something done or paid in expiation of a wrong
v make amendments to
v to make better
v set straight or right","n. 赔偿
[经] 赔偿",n:100,0,0,cet6 ielts,14488,16606,amends
amenity,amenity,ә'mi:niti,n pleasantness resulting from agreeable conditions,"n. 便利设施, 适意, 礼仪
[法] 舒适, 方便, 优雅",,1,0,toefl gre,6516,0,amenity
America,america,ә'merikә,n. North America and South America and Central America,"n. 美洲, 美国",,0,0,zk gk ielts,973,0,america
American,american,ә'merikәn,"n. a native or inhabitant of the United States
n. a native or inhabitant of a North American or Central American or South American country
a. of or relating to the United States of America or its people or language or culture","n. 美国人
a. 美国的, 美洲的",j:74/n:26,0,0,zk gk ielts,636,176,american
amethyst,amethyst,'æmiθist,"n. a transparent purple variety of quartz; used as a gemstone
s. of a moderate purple color","n. 紫水晶, 紫蓝色宝石
[化] 紫石英; 紫水晶; 紫晶",n:100,0,0,gre,26900,28106,amethyst
amiable,amiable,'eimjәbl,s. disposed to please,"a. 亲切的, 和蔼可亲的
[法] 亲和的, 和蔼可亲的",j:100,1,0,ky toefl gre,11755,15763,amiable
amicable,amicable,'æmikәbl,a. characterized by friendship and good will,"a. 友善的, 友好的
[法] 友好的, 和睦的, 温和的",j:100,1,0,toefl gre,14624,21684,amicable
amid,amid,ә'mid,"prep. See Amidst.
prep. In the midst or middle of; surrounded or encompassed by;
   among.","prep. 在其间, 在其中
[经] 在...中",i:100,3,0,cet6 ky toefl ielts,5382,3825,amid
amidst,amidst,ә'midst,prep. Alt. of Amid,prep. 在...当中,i:100,0,0,ielts,8672,9845,amidst
amiss,amiss,ә'mis,"s. not functioning properly
r. in an improper or mistaken or unfortunate manner","a. 有毛病的, 出差错的
adv. 错误地, 不顺当, 有缺陷地",r:100,0,0,gre,9100,17594,amiss
amity,amity,'æmiti,"n. a cordial disposition
n. a state of friendship and cordiality","n. 友好, 亲善关系",n:100,0,0,gre,34725,26804,amity
ammunition,ammunition,.æmju'niʃәn,"n. projectiles to be fired from a gun
n. any nuclear or chemical or biological material that can be used as a weapon of mass destruction
n. information that can be used to attack or defend a claim or argument or viewpoint","n. 军火, 弹药
[机] 弹药",n:100,2,0,ielts,7653,6837,ammunition
amnesia,amnesia,æm'ni:zjә,n. partial or total loss of memory,"n. 健忘症, 记忆缺失
[医] 记忆缺失, 遗忘[症]",n:100,0,0,toefl gre,20156,14972,amnesia
amnesty,amnesty,'æmnisti,"n. a period during which offenders are exempt from punishment
n. the formal act of liberating someone
v. grant a pardon to (a group of people)","n. 大赦, 赦免",n:100,2,0,toefl gre,5511,10562,amnesty
amoral,amoral,ei'mɒrәl,,"a. 不属于道德范畴的, 无从区分是非的",j:100,0,0,gre,33241,22966,amoral
amorphous,amorphous,ә'mɒ:fәs,"s. having no definite form or distinct shape
s. lacking the system or structure characteristic of living bodies
s. without real or apparent crystalline form","a. 无定形的, 无组织的
[化] 非晶形的; 无定形的",j:100,0,0,gre,16003,15741,amorphous
amortize,amortize,ә'mɒ:taiz,v. liquidate gradually,"vt. 摊还, 摊销, 分期偿还
[法] 把不动产让与, 转让, 分期偿还",v:100,0,0,gre,0,29906,amortize
amount,amount,ә'maunt,"n. the relative magnitude of something with reference to a criterion
v. be tantamount or equivalent to","n. 总数, 总额
vi. 总计, 等同",v:8/n:92,4,1,gk cet4 ky toefl ielts,584,782,amount
amphibian,amphibian,æm'fibiәn,"n. a flat-bottomed motor vehicle that can travel on land or water
n. an airplane designed to take off and land on water
n. cold-blooded vertebrate typically living on land but breeding in water; aquatic larvae undergo metamorphosis into adult form","a. 两栖类的, 水陆两用的
n. 两栖动物, 水旱两生植物, 水陆两用飞机",j:29/n:71,0,0,ielts gre,17256,16433,amphibian
ample,ample,'æmpl,"a. more than enough in size or scope or capacity
s. affording an abundant supply
s. fairly large","a. 大量的, 充足的, 丰富的",j:100,2,0,gk cet6 ky toefl ielts gre,6351,6289,ample
amplify,amplify,'æmplifai,v. increase the volume of,"vt. 增强, 放大, 扩大, 详述
vi. 引伸",v:100,1,0,cet4 cet6 ky toefl ielts gre,9902,9595,amplify
amplitude,amplitude,'æmplitju:d,"n. (physics) the maximum displacement of a periodic wave
n. the property of copious abundance
n. greatness of magnitude","n. 广阔, 充足, 幅度
[化] 振幅",n:100,0,0,cet6 gre,10877,14205,amplitude
amputate,amputate,'æmpjuteit,v. remove surgically,"vt. 切断, 删除",v:100,1,0,gre,18585,16975,amputate
amulet,amulet,'æmjulit,n. a trinket or piece of jewelry usually hung about the neck and thought to be a magical protection against evil or disease,n. 护身符,n:100,0,0,gre,26928,18661,amulet
amuse,amuse,ә'mju:z,"v. occupy in an agreeable, entertaining or pleasant fashion
v. make (somebody) laugh","vt. 消遣, 娱乐, 使发笑",v:100,1,1,gk cet4 cet6 ky ielts gre,8734,9683,amuse
anachronistic,anachronistic,ә.nækrә'nistik,s chronologically misplaced,a. 时代错误的,j:100,0,0,gre,18565,18484,anachronistic
anaerobic,anaerobic,.ænєә'rәubik,"a. living or active in the absence of free oxygen
a. not aerobic","a. 厌氧的, 在缺氧情况下生活的
[化] 厌氧的",j:100,0,0,gre,25372,16553,anaerobic
anagram,anagram,'ænәgræm,"n. a word or phrase spelled by rearranging the letters of another word or phrase
v. read letters out of order to discover a hidden meaning",n. 回文构词法,n:100,0,0,gre,24933,25559,anagram
analgesia,analgesia,.ænæl'dʒi:zjә,n. absence of the sense of pain without loss of consciousness,"n. 止痛, 痛觉缺失
[医] 痛觉缺失, 无痛法, 止痛法",n:100,0,0,gre,30065,30474,analgesia
analgesic,analgesic,.ænæl'dʒi:zik,"n. a medicine used to relieve pain
s. capable of relieving pain","a. 止痛的, 痛觉缺失的
n. 止痛剂",n:100,0,0,gre,26974,20632,analgesic
analogous,analogous,ә'nælәgәs,"s. similar or equivalent in some respects though otherwise dissimilar
a. corresponding in function but not in evolutionary origin","a. 类似的, 相似的
[医] 类似的, 类同的",j:100,0,0,cet6 toefl gre,9154,10202,analogous
analogy,analogy,ә'nælәdʒi,"n. an inference that if things agree in some respects they probably agree in others
n. drawing a comparison in order to show a similarity in some respect","n. 相似, 类似
[计] 模拟",n:100,1,0,cet6 ky toefl ielts gre,5394,5913,analogy
analysis,analysis,ә'nælәsis,"n. an investigation of the component parts of a whole and their relations in making up the whole
n. the abstract separation of a whole into its constituent parts in order to study the parts and their relations
n. a form of literary criticism in which the structure of a piece of writing is analyzed
n. the use of closed-class words instead of inflections: e.g., `the father of the bride' instead of `the bride's father'","n. 分析
[计] 分析机; 分析员; 分析; 分析程序",n:100,3,1,gk cet4 cet6 ky toefl ielts,707,811,analysis
analytical,analytical,.ænә'litikl,"a using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)
a of a proposition that is necessarily true independent of fact or experience","a. 分析的, 善于分析的, 解析的
[机] 分析的",j:100,1,0,cet6 ielts,6653,7338,analytical
analyze,analyze,'ænәlaiz,"v. consider in detail and subject to an analysis in order to discover essential features or meaning
v. make a mathematical, chemical, or grammatical analysis of; break down into components or essential features
v. break down into components or essential features","vt. 分析, 细察, 分解
[机] 分析",v:100,0,0,gk cet4 toefl gre,13046,2316,analyze
anarchist,anarchist,'ænәkist,n. an advocate of anarchism,"n. 无政府主义者
[法] 无政府主义者",n:100,1,0,toefl gre,14999,15254,anarchist
anarchy,anarchy,'ænәki,n. a state of lawlessness and disorder (usually resulting from a failure of government),"n. 无政府状态, 政治混乱
[法] 混乱, 无秩序, 无政府状态",n:100,1,0,gre,11611,11357,anarchy
anathema,anathema,ә'næθәmә,"n. a detested person
n. a formal ecclesiastical curse accompanied by excommunication","n. 令人厌恶的人, 强烈的遣责, 诅咒, 咒逐, 革出教门",n:100,1,0,gre,14587,16986,anathema
anatomical,anatomical,.ænә'tɒmikl,"n an expression that relates to anatomy
a of or relating to the structure of the body
a of or relating to the branch of morphology that studies the structure of organisms","a. 解剖的, 解剖学的, 构造上的
[医] 解剖学的",j:100,0,0,gre,14994,13594,anatomical
ancestor,ancestor,'ænsestә,n. someone from whom you are descended (but usually more remote than a grandparent),"n. 祖先, 祖宗",n:100,2,0,gk cet4 cet6 ky toefl ielts gre,4793,4137,ancestor
ancestry,ancestry,'ænsestri,n. inherited properties shared with others of your bloodline,"n. 祖先, 世系, 名门出身",n:100,1,0,toefl gre,14094,10801,ancestry
anchor,anchor,'æŋkә,"n. a mechanical device that prevents a vessel from moving
n. a central cohesive source of support and stability
n. a television reporter who coordinates a broadcast to which several correspondents contribute
v. fix firmly and stably","n. 锚
vt. 抛锚停泊, 使固定
[计] 锚",v:43/n:57,2,0,cet4 cet6 ky ielts gre,7686,4961,anchor
ancient,ancient,'einʃәnt,"n. a very old person
n. a person who lived in ancient times
s. belonging to times long past especially of the historical period before the fall of the Western Roman Empire
s. very old","a. 古代的, 古老的, 年老的, 旧的",j:97/n:3,3,1,zk gk cet4 cet6 ky ielts,1841,1817,ancient
ancillary,ancillary,æn'silәri,s furnishing added support,"a. 从属的, 辅助的, 副的
[经] 辅助的, 附属的, 助手",j:100,0,0,gre,11870,17119,ancillary
anecdote,anecdote,'ænikdәut,n. short account of an incident (especially a biographical one),"n. 轶事, 奇闻",n:100,1,0,gk ky toefl ielts gre,9719,8925,anecdote
anemia,anemia,ә'ni:miә,"n. a deficiency of red blood cells
n. a lack of vitality
n. genus of terrestrial or lithophytic ferns having pinnatifid fronds; chiefly of tropical America","n. 贫血, 贫血症, 无活力
[医] 贫血",n:100,0,0,ky gre,0,14240,anemia
anemic,anemic,ә'ni:mik,"s. lacking vigor or energy
a. relating to anemia or suffering from anemia","a. 贫血的, 患贫血症的, 无活力的
[医] 贫血的",j:100,0,0,gre,0,17595,anemic
anesthetic,anesthetic,.ænis'θetik,"n. a drug that causes temporary loss of bodily sensations
s. characterized by insensibility","n. 麻醉剂, 麻药
a. 麻醉的",j:67/n:33,0,0,toefl gre,0,19234,anesthetic
